Filename,Timestamp,Total Rain,Rain Class,Period
SMM00894,20230401_111500,0-6,moderate,morning
SMM00894,20230401_112000,0-4,moderate,morning
SMM00894,20230401_112500,0-2,light,morning
SMM00894,20230401_113000,0-2,light,morning
SMM00894,20230401_114000,0-4,moderate,morning
SMM00894,20230401_114500,0-2,light,morning
SMM00894,20230401_130500,2-8,heavy,afternoon
SMM00894,20230401_131000,1-8,heavy,afternoon
SMM00894,20230401_131500,0-4,moderate,afternoon
SMM00894,20230401_132000,1-4,heavy,afternoon
SMM00894,20230401_132500,2-0,heavy,afternoon
SMM00894,20230401_133000,1-6,heavy,afternoon
SMM00894,20230401_133500,0-6,moderate,afternoon
SMM00894,20230401_134000,0-2,light,afternoon
SMM00894,20230401_134500,0-4,moderate,afternoon
SMM00894,20230401_135000,0-4,moderate,afternoon
SMM00894,20230401_135500,0-2,light,afternoon
SMM00894,20230401_140000,0-4,moderate,afternoon
SMM00894,20230401_140500,0-2,light,afternoon
SMM00894,20230401_141000,0-4,moderate,afternoon
SMM00894,20230401_141500,0-2,light,afternoon
SMM00894,20230401_142000,0-2,light,afternoon
SMM00894,20230401_142500,0-2,light,afternoon
SMM00894,20230401_143000,0-4,moderate,afternoon
SMM00894,20230401_153000,0-4,moderate,afternoon
SMM00894,20230402_173500,2-6,heavy,afternoon
SMM00894,20230402_174000,0-2,light,afternoon
SMM00894,20230402_174500,0-2,light,afternoon
SMM00894,20230402_175000,0-2,light,afternoon
SMM00894,20230402_175500,0-4,moderate,afternoon
SMM00894,20230402_180000,0-2,light,night
SMM00894,20230402_180500,0-2,light,night
SMM00894,20230404_085500,0-4,moderate,morning
SMM00894,20230404_090000,0-8,moderate,morning
SMM00894,20230404_090500,0-2,light,morning
SMM00894,20230404_091000,0-2,light,morning
SMM00894,20230404_122500,0-4,moderate,afternoon
SMM00894,20230404_123000,3-0,heavy,afternoon
SMM00894,20230404_123500,3-4,heavy,afternoon
SMM00894,20230404_124000,3-4,heavy,afternoon
SMM00894,20230404_124500,3-0,heavy,afternoon
SMM00894,20230404_125000,1-6,heavy,afternoon
SMM00894,20230404_125500,1-0,heavy,afternoon
SMM00894,20230404_130000,1-0,heavy,afternoon
SMM00894,20230404_130500,1-0,heavy,afternoon
SMM00894,20230404_131000,0-2,light,afternoon
SMM00894,20230404_131500,0-4,moderate,afternoon
SMM00894,20230404_132000,0-4,moderate,afternoon
SMM00894,20230404_132500,0-4,moderate,afternoon
SMM00894,20230404_133000,0-2,light,afternoon
SMM00894,20230404_133500,1-0,heavy,afternoon
SMM00894,20230404_134000,2-0,heavy,afternoon
SMM00894,20230404_134500,0-8,moderate,afternoon
SMM00894,20230404_135000,1-6,heavy,afternoon
SMM00894,20230404_135500,2-6,heavy,afternoon
SMM00894,20230404_140000,2-4,heavy,afternoon
SMM00894,20230404_140500,1-2,heavy,afternoon
SMM00894,20230404_141000,0-6,moderate,afternoon
SMM00894,20230404_141500,0-2,light,afternoon
SMM00894,20230404_142000,0-2,light,afternoon
SMM00894,20230404_142500,0-2,light,afternoon
SMM00894,20230406_144500,0-4,moderate,afternoon
SMM00894,20230406_145000,0-4,moderate,afternoon
SMM00894,20230406_145500,0-6,moderate,afternoon
SMM00894,20230406_150000,0-2,light,afternoon
SMM00894,20230406_150500,0-2,light,afternoon
SMM00894,20230406_154000,0-4,moderate,afternoon
SMM00894,20230407_074500,0-2,light,morning
SMM00894,20230407_075000,0-2,light,morning
SMM00894,20230407_075500,0-4,moderate,morning
SMM00894,20230407_080000,0-2,light,morning
SMM00894,20230407_080500,0-2,light,morning
SMM00894,20230407_081000,0-2,light,morning
SMM00894,20230407_081500,0-2,light,morning
SMM00894,20230407_082000,0-2,light,morning
SMM00894,20230407_221500,0-8,moderate,night
SMM00894,20230407_222000,0-2,light,night
SMM00894,20230407_223000,0-2,light,night
SMM00894,20230407_223500,0-2,light,night
SMM00894,20230407_224000,0-4,moderate,night
SMM00894,20230407_224500,0-2,light,night
SMM00894,20230407_225500,0-4,moderate,night
SMM00894,20230407_230000,0-2,light,night
SMM00894,20230407_230500,0-2,light,night
SMM00894,20230407_231000,0-2,light,night
SMM00894,20230407_231500,0-4,moderate,night
SMM00894,20230407_232000,0-2,light,night
SMM00894,20230407_232500,0-6,moderate,night
SMM00894,20230407_233000,0-2,light,night
SMM00894,20230407_233500,0-2,light,night
SMM00894,20230407_234000,0-4,moderate,night
SMM00894,20230407_234500,0-4,moderate,night
SMM00894,20230407_235000,0-4,moderate,night
SMM00894,20230407_235500,0-4,moderate,night
SMM00894,20230408_000000,0-2,light,night
SMM00894,20230408_000500,0-6,moderate,night
SMM00894,20230408_001000,0-8,moderate,night
SMM00894,20230408_001500,0-4,moderate,night
SMM00894,20230408_002000,0-6,moderate,night
SMM00894,20230408_002500,0-6,moderate,night
SMM00894,20230408_003000,0-6,moderate,night
SMM00894,20230408_003500,0-2,light,night
SMM00894,20230408_130500,0-6,moderate,afternoon
SMM00894,20230408_131000,2-2,heavy,afternoon
SMM00894,20230408_131500,1-0,heavy,afternoon
SMM00894,20230408_132000,2-4,heavy,afternoon
SMM00894,20230408_132500,2-0,heavy,afternoon
SMM00894,20230408_133000,1-8,heavy,afternoon
SMM00894,20230408_133500,4-0,heavy,afternoon
SMM00894,20230408_134000,5-4,violent,afternoon
SMM00894,20230408_134500,3-6,heavy,afternoon
SMM00894,20230408_135000,2-4,heavy,afternoon
SMM00894,20230408_135500,1-2,heavy,afternoon
SMM00894,20230408_140000,1-2,heavy,afternoon
SMM00894,20230408_140500,0-4,moderate,afternoon
SMM00894,20230408_141000,0-4,moderate,afternoon
SMM00894,20230408_141500,1-0,heavy,afternoon
SMM00894,20230408_142000,0-8,moderate,afternoon
SMM00894,20230408_142500,0-2,light,afternoon
SMM00894,20230409_130000,0-2,light,afternoon
SMM00894,20230409_130500,0-4,moderate,afternoon
SMM00894,20230409_131000,0-2,light,afternoon
SMM00894,20230409_131500,0-2,light,afternoon
SMM00894,20230409_132000,0-2,light,afternoon
SMM00894,20230409_220500,0-8,moderate,night
SMM00894,20230409_221000,2-4,heavy,night
SMM00894,20230409_221500,1-0,heavy,night
SMM00894,20230409_222000,0-8,moderate,night
SMM00894,20230409_222500,0-4,moderate,night
SMM00894,20230409_223000,0-6,moderate,night
SMM00894,20230409_223500,0-2,light,night
SMM00894,20230409_224000,0-8,moderate,night
SMM00894,20230409_224500,0-4,moderate,night
SMM00894,20230409_225000,0-2,light,night
SMM00894,20230409_230000,0-2,light,night
SMM00894,20230409_230500,0-4,moderate,night
SMM00894,20230409_231000,0-4,moderate,night
SMM00894,20230409_231500,0-2,light,night
SMM00894,20230409_232000,0-2,light,night
SMM00894,20230409_232500,0-4,moderate,night
SMM00894,20230409_233000,0-2,light,night
SMM00894,20230409_233500,0-4,moderate,night
SMM00894,20230409_234500,0-2,light,night
SMM00894,20230409_235000,0-4,moderate,night
SMM00894,20230409_235500,0-2,light,night
SMM00894,20230410_000000,0-2,light,night
SMM00894,20230410_001000,0-4,moderate,night
SMM00894,20230411_033000,0-4,moderate,night
SMM00894,20230411_034000,0-4,moderate,night
SMM00894,20230411_034500,0-4,moderate,night
SMM00894,20230411_114000,0-2,light,morning
SMM00894,20230411_114500,0-2,light,morning
SMM00894,20230411_121000,1-0,heavy,afternoon
SMM00894,20230411_121500,7-4,violent,afternoon
SMM00894,20230411_122000,12-4,violent,afternoon
SMM00894,20230411_122500,16-6,violent,afternoon
SMM00894,20230411_123000,16-8,violent,afternoon
SMM00894,20230411_123500,9-4,violent,afternoon
SMM00894,20230411_124000,8-0,violent,afternoon
SMM00894,20230411_124500,7-4,violent,afternoon
SMM00894,20230411_125000,6-2,violent,afternoon
SMM00894,20230411_125500,6-0,violent,afternoon
SMM00894,20230411_130000,1-2,heavy,afternoon
SMM00894,20230411_130500,2-6,heavy,afternoon
SMM00894,20230411_131000,1-4,heavy,afternoon
SMM00894,20230411_131500,2-0,heavy,afternoon
SMM00894,20230411_132000,2-4,heavy,afternoon
SMM00894,20230411_132500,3-8,heavy,afternoon
SMM00894,20230411_133000,3-4,heavy,afternoon
SMM00894,20230411_133500,1-6,heavy,afternoon
SMM00894,20230411_134000,2-2,heavy,afternoon
SMM00894,20230411_134500,0-8,moderate,afternoon
SMM00894,20230411_135000,0-2,light,afternoon
SMM00894,20230413_230000,0-2,light,night
SMM00894,20230413_230500,5-2,violent,night
SMM00894,20230413_231000,4-4,violent,night
SMM00894,20230413_231500,3-6,heavy,night
SMM00894,20230413_232000,5-0,violent,night
SMM00894,20230413_232500,5-0,violent,night
SMM00894,20230413_233000,2-6,heavy,night
SMM00894,20230413_233500,1-6,heavy,night
SMM00894,20230413_234000,1-0,heavy,night
SMM00894,20230413_234500,0-4,moderate,night
SMM00894,20230413_235000,1-2,heavy,night
SMM00894,20230413_235500,1-4,heavy,night
SMM00894,20230414_000000,0-2,light,night
SMM00894,20230414_062500,0-2,light,morning
SMM00894,20230414_063000,0-2,light,morning
SMM00894,20230414_063500,0-4,moderate,morning
SMM00894,20230414_064000,0-2,light,morning
SMM00894,20230414_064500,0-2,light,morning
SMM00894,20230414_070000,0-2,light,morning
SMM00894,20230414_070500,0-4,moderate,morning
SMM00894,20230414_073500,0-2,light,morning
SMM00894,20230414_074000,0-2,light,morning
SMM00894,20230414_074500,0-2,light,morning
SMM00894,20230414_075000,0-2,light,morning
SMM00894,20230414_075500,0-2,light,morning
SMM00894,20230414_080000,0-2,light,morning
SMM00894,20230414_080500,0-2,light,morning
SMM00894,20230414_081000,0-2,light,morning
SMM00894,20230414_081500,0-2,light,morning
SMM00894,20230414_082000,0-4,moderate,morning
SMM00894,20230414_082500,0-2,light,morning
SMM00894,20230414_083000,0-2,light,morning
SMM00894,20230414_084000,0-2,light,morning
SMM00894,20230414_084500,0-2,light,morning
SMM00894,20230414_091000,0-4,moderate,morning
SMM00894,20230416_225500,0-2,light,night
SMM00894,20230416_230000,0-4,moderate,night
SMM00894,20230416_230500,0-6,moderate,night
SMM00894,20230416_231000,0-6,moderate,night
SMM00894,20230416_231500,0-6,moderate,night
SMM00894,20230416_232000,0-2,light,night
SMM00894,20230416_232500,0-2,light,night
SMM00894,20230416_233500,0-2,light,night
SMM00894,20230416_234000,0-4,moderate,night
SMM00894,20230416_234500,0-4,moderate,night
SMM00894,20230416_235000,0-2,light,night
SMM00894,20230416_235500,0-6,moderate,night
SMM00894,20230417_000000,0-8,moderate,night
SMM00894,20230417_000500,0-6,moderate,night
SMM00894,20230417_001000,1-0,heavy,night
SMM00894,20230417_001500,4-4,violent,night
SMM00894,20230417_002000,3-4,heavy,night
SMM00894,20230417_002500,2-6,heavy,night
SMM00894,20230417_003000,1-0,heavy,night
SMM00894,20230417_003500,1-2,heavy,night
SMM00894,20230417_004000,0-8,moderate,night
SMM00894,20230417_004500,0-6,moderate,night
SMM00894,20230417_005000,0-6,moderate,night
SMM00894,20230417_005500,0-6,moderate,night
SMM00894,20230417_010000,0-8,moderate,night
SMM00894,20230417_010500,0-6,moderate,night
SMM00894,20230417_011000,0-6,moderate,night
SMM00894,20230417_011500,0-6,moderate,night
SMM00894,20230417_012000,0-4,moderate,night
SMM00894,20230417_012500,0-4,moderate,night
SMM00894,20230417_013000,0-4,moderate,night
SMM00894,20230417_013500,0-4,moderate,night
SMM00894,20230417_014000,0-4,moderate,night
SMM00894,20230417_014500,0-4,moderate,night
SMM00894,20230417_015000,0-4,moderate,night
SMM00894,20230417_015500,0-2,light,night
SMM00894,20230417_020000,0-4,moderate,night
SMM00894,20230417_020500,0-4,moderate,night
SMM00894,20230417_021000,0-2,light,night
SMM00894,20230417_021500,0-4,moderate,night
SMM00894,20230417_022000,0-8,moderate,night
SMM00894,20230417_022500,0-4,moderate,night
SMM00894,20230417_023000,0-6,moderate,night
SMM00894,20230417_023500,0-6,moderate,night
SMM00894,20230417_024000,0-2,light,night
SMM00894,20230417_024500,0-4,moderate,night
SMM00894,20230417_025000,0-6,moderate,night
SMM00894,20230417_025500,0-6,moderate,night
SMM00894,20230417_030000,1-0,heavy,night
SMM00894,20230417_030500,1-0,heavy,night
SMM00894,20230417_031000,0-6,moderate,night
SMM00894,20230417_031500,0-6,moderate,night
SMM00894,20230417_032000,0-6,moderate,night
SMM00894,20230417_032500,0-4,moderate,night
SMM00894,20230417_033000,0-4,moderate,night
SMM00894,20230417_033500,0-4,moderate,night
SMM00894,20230417_034000,0-8,moderate,night
SMM00894,20230417_034500,0-4,moderate,night
SMM00894,20230417_035000,0-4,moderate,night
SMM00894,20230417_035500,0-8,moderate,night
SMM00894,20230417_040000,0-6,moderate,night
SMM00894,20230417_040500,0-2,light,night
SMM00894,20230417_041000,0-8,moderate,night
SMM00894,20230417_041500,1-0,heavy,night
SMM00894,20230417_042000,1-0,heavy,night
SMM00894,20230417_042500,0-8,moderate,night
SMM00894,20230417_043000,0-8,moderate,night
SMM00894,20230417_043500,0-6,moderate,night
SMM00894,20230417_044000,0-8,moderate,night
SMM00894,20230417_044500,0-6,moderate,night
SMM00894,20230417_045000,0-6,moderate,night
SMM00894,20230417_045500,0-6,moderate,night
SMM00894,20230417_050000,0-6,moderate,night
SMM00894,20230417_050500,0-4,moderate,night
SMM00894,20230417_051000,0-4,moderate,night
SMM00894,20230420_132500,0-2,light,afternoon
SMM00894,20230420_133000,0-2,light,afternoon
SMM00894,20230420_193500,0-2,light,night
SMM00894,20230420_194000,0-6,moderate,night
SMM00894,20230420_194500,0-8,moderate,night
SMM00894,20230420_195000,1-0,heavy,night
SMM00894,20230420_195500,1-0,heavy,night
SMM00894,20230420_202000,0-2,light,night
SMM00894,20230420_202500,0-2,light,night
SMM00894,20230420_203000,2-2,heavy,night
SMM00894,20230420_203500,0-8,moderate,night
SMM00894,20230420_204000,0-4,moderate,night
SMM00894,20230420_204500,0-2,light,night
SMM00894,20230420_212500,0-2,light,night
SMM00894,20230420_213000,0-2,light,night
SMM00894,20230421_113500,0-4,moderate,morning
SMM00894,20230421_130500,1-0,heavy,afternoon
SMM00894,20230421_131000,5-6,violent,afternoon
SMM00894,20230421_131500,4-6,violent,afternoon
SMM00894,20230421_132000,7-4,violent,afternoon
SMM00894,20230421_132500,8-6,violent,afternoon
SMM00894,20230421_133000,10-0,violent,afternoon
SMM00894,20230421_133500,8-8,violent,afternoon
SMM00894,20230421_134000,6-6,violent,afternoon
SMM00894,20230421_134500,2-2,heavy,afternoon
SMM00894,20230421_135000,2-0,heavy,afternoon
SMM00894,20230421_135500,4-2,violent,afternoon
SMM00894,20230421_140000,2-8,heavy,afternoon
SMM00894,20230421_140500,3-8,heavy,afternoon
SMM00894,20230421_141000,1-4,heavy,afternoon
SMM00894,20230421_141500,0-4,moderate,afternoon
SMM00894,20230421_142000,0-6,moderate,afternoon
SMM00894,20230421_142500,1-2,heavy,afternoon
SMM00894,20230421_143000,0-4,moderate,afternoon
SMM00894,20230421_143500,0-2,light,afternoon
SMM00894,20230424_122500,5-0,violent,afternoon
SMM00894,20230424_123000,10-4,violent,afternoon
SMM00894,20230424_123500,0-2,light,afternoon
SMM00894,20230424_164000,0-2,light,afternoon
SMM00894,20230424_164500,0-2,light,afternoon
SMM00894,20230424_165000,0-2,light,afternoon
SMM00894,20230424_165500,0-4,moderate,afternoon
SMM00894,20230424_170000,0-4,moderate,afternoon
SMM00894,20230424_170500,0-2,light,afternoon
SMM00894,20230424_171000,0-4,moderate,afternoon
SMM00894,20230424_171500,0-2,light,afternoon
SMM00894,20230424_172000,0-4,moderate,afternoon
SMM00894,20230424_172500,0-4,moderate,afternoon
SMM00894,20230424_173000,0-8,moderate,afternoon
SMM00894,20230424_173500,0-8,moderate,afternoon
SMM00894,20230424_174000,0-8,moderate,afternoon
SMM00894,20230424_174500,0-6,moderate,afternoon
SMM00894,20230424_175000,0-4,moderate,afternoon
SMM00894,20230424_175500,0-6,moderate,afternoon
SMM00894,20230424_180000,0-6,moderate,night
SMM00894,20230424_180500,0-4,moderate,night
SMM00894,20230424_181000,0-4,moderate,night
SMM00894,20230424_181500,0-4,moderate,night
SMM00894,20230424_182000,0-6,moderate,night
SMM00894,20230424_182500,0-6,moderate,night
SMM00894,20230424_183000,0-8,moderate,night
SMM00894,20230424_183500,0-6,moderate,night
SMM00894,20230424_184000,0-6,moderate,night
SMM00894,20230424_184500,0-6,moderate,night
SMM00894,20230424_185000,0-4,moderate,night
SMM00894,20230424_185500,0-4,moderate,night
SMM00894,20230424_190000,0-2,light,night
SMM00894,20230424_190500,0-2,light,night
SMM00894,20230424_191000,0-2,light,night
SMM00894,20230424_191500,0-2,light,night
SMM00894,20230424_192000,0-2,light,night
SMM00894,20230424_192500,0-2,light,night
SMM00894,20230424_193000,0-2,light,night
SMM00894,20230424_193500,0-2,light,night
SMM00894,20230424_194000,0-4,moderate,night
SMM00894,20230424_194500,0-2,light,night
SMM00894,20230424_195000,0-4,moderate,night
SMM00894,20230424_195500,0-2,light,night
SMM00894,20230424_200000,0-2,light,night
SMM00894,20230424_200500,0-2,light,night
SMM00894,20230424_201000,0-2,light,night
SMM00894,20230424_202500,0-2,light,night
SMM00894,20230424_203000,0-2,light,night
SMM00894,20230425_070500,0-2,light,morning
SMM00894,20230425_071000,0-2,light,morning
SMM00894,20230425_081000,0-2,light,morning
SMM00894,20230425_081500,0-2,light,morning
SMM00894,20230425_082500,0-2,light,morning
SMM00894,20230425_083000,0-2,light,morning
SMM00894,20230425_101500,0-4,moderate,morning
SMM00894,20230427_075000,0-2,light,morning
SMM00894,20230427_075500,0-2,light,morning
SMM00894,20230427_081500,0-2,light,morning
SMM00894,20230427_082000,0-2,light,morning
SMM00894,20230427_102000,0-2,light,morning
SMM00894,20230427_102500,0-4,moderate,morning
SMM00894,20230428_121500,0-4,moderate,afternoon
SMM00894,20230502_062500,0-4,moderate,morning
SMM00894,20230502_063000,0-2,light,morning
SMM00894,20230502_091500,0-4,moderate,morning
SMM00894,20230502_092000,0-6,moderate,morning
SMM00894,20230502_094500,1-4,heavy,morning
SMM00894,20230502_095000,1-4,heavy,morning
SMM00894,20230502_095500,0-2,light,morning
SMM00894,20230502_102000,0-6,moderate,morning
SMM00894,20230502_213000,0-4,moderate,night
SMM00894,20230502_213500,0-2,light,night
SMM00894,20230504_120500,1-0,heavy,afternoon
SMM00894,20230504_121000,6-2,violent,afternoon
SMM00894,20230504_121500,4-2,violent,afternoon
SMM00894,20230504_122000,2-4,heavy,afternoon
SMM00894,20230504_122500,2-4,heavy,afternoon
SMM00894,20230504_123000,2-0,heavy,afternoon
SMM00894,20230504_123500,1-4,heavy,afternoon
SMM00894,20230504_124000,0-8,moderate,afternoon
SMM00894,20230504_124500,0-2,light,afternoon
SMM00894,20230504_125000,0-6,moderate,afternoon
SMM00894,20230504_125500,0-2,light,afternoon
SMM00894,20230504_130000,0-4,moderate,afternoon
SMM00894,20230504_130500,0-4,moderate,afternoon
SMM00894,20230504_131000,0-6,moderate,afternoon
SMM00894,20230504_131500,0-4,moderate,afternoon
SMM00894,20230504_132000,0-4,moderate,afternoon
SMM00894,20230504_132500,0-6,moderate,afternoon
SMM00894,20230504_133000,0-6,moderate,afternoon
SMM00894,20230504_133500,0-4,moderate,afternoon
SMM00894,20230504_134000,0-2,light,afternoon
SMM00894,20230504_134500,0-2,light,afternoon
SMM00894,20230505_190000,0-2,light,night
SMM00894,20230505_190500,9-0,violent,night
SMM00894,20230505_191000,5-4,violent,night
SMM00894,20230505_191500,4-4,violent,night
SMM00894,20230505_192000,4-0,heavy,night
SMM00894,20230505_192500,4-8,violent,night
SMM00894,20230505_193000,6-4,violent,night
SMM00894,20230505_193500,0-2,light,night
SMM00894,20230505_194000,0-8,moderate,night
SMM00894,20230505_195000,0-2,light,night
SMM00894,20230505_195500,0-4,moderate,night
SMM00894,20230505_200000,0-2,light,night
SMM00894,20230505_200500,0-2,light,night
SMM00894,20230505_201000,0-2,light,night
SMM00894,20230506_001500,0-4,moderate,night
SMM00894,20230506_002500,0-6,moderate,night
SMM00894,20230506_042000,0-6,moderate,night
SMM00894,20230506_042500,0-4,moderate,night
SMM00894,20230506_043000,0-6,moderate,night
SMM00894,20230506_044500,0-6,moderate,night
SMM00894,20230506_045000,0-8,moderate,night
SMM00894,20230506_045500,0-6,moderate,night
SMM00894,20230506_050000,0-2,light,night
SMM00894,20230506_054500,0-2,light,night
SMM00894,20230506_055000,0-4,moderate,night
SMM00894,20230506_055500,0-2,light,night
SMM00894,20230506_060000,0-2,light,morning
SMM00894,20230506_060500,0-6,moderate,morning
SMM00894,20230506_061000,0-8,moderate,morning
SMM00894,20230506_061500,0-2,light,morning
SMM00894,20230506_062000,0-2,light,morning
SMM00894,20230506_062500,0-2,light,morning
SMM00894,20230508_094500,0-2,light,morning
SMM00894,20230508_095000,0-2,light,morning
SMM00894,20230508_100000,0-2,light,morning
SMM00894,20230508_100500,0-6,moderate,morning
SMM00894,20230508_101000,0-8,moderate,morning
SMM00894,20230508_101500,1-0,heavy,morning
SMM00894,20230508_102000,0-4,moderate,morning
SMM00894,20230508_102500,0-6,moderate,morning
SMM00894,20230508_103000,0-6,moderate,morning
SMM00894,20230508_103500,0-6,moderate,morning
SMM00894,20230508_104000,0-2,light,morning
SMM00894,20230508_110500,1-4,heavy,morning
SMM00894,20230508_111000,0-6,moderate,morning
SMM00894,20230508_111500,3-0,heavy,morning
SMM00894,20230508_112000,5-8,violent,morning
SMM00894,20230508_112500,3-4,heavy,morning
SMM00894,20230508_113000,1-6,heavy,morning
SMM00894,20230508_113500,0-4,moderate,morning
SMM00894,20230509_123500,0-6,moderate,afternoon
SMM00894,20230509_124000,0-4,moderate,afternoon
SMM00894,20230510_162000,0-4,moderate,afternoon
SMM00894,20230510_191000,0-4,moderate,night
SMM00894,20230510_192000,0-4,moderate,night
SMM00894,20230510_224000,0-4,moderate,night
SMM00894,20230510_224500,0-4,moderate,night
SMM00894,20230510_225000,3-0,heavy,night
SMM00894,20230510_225500,6-2,violent,night
SMM00894,20230510_230000,5-8,violent,night
SMM00894,20230510_230500,4-2,violent,night
SMM00894,20230510_231000,1-0,heavy,night
SMM00894,20230510_231500,4-0,heavy,night
SMM00894,20230510_232000,4-8,violent,night
SMM00894,20230510_232500,0-8,moderate,night
SMM00894,20230510_233000,0-4,moderate,night
SMM00894,20230510_233500,0-4,moderate,night
SMM00894,20230510_234000,0-6,moderate,night
SMM00894,20230510_234500,0-4,moderate,night
SMM00894,20230510_235000,0-6,moderate,night
SMM00894,20230510_235500,0-8,moderate,night
SMM00894,20230511_000000,0-6,moderate,night
SMM00894,20230511_000500,0-6,moderate,night
SMM00894,20230511_001000,0-8,moderate,night
SMM00894,20230511_001500,0-8,moderate,night
SMM00894,20230511_002000,0-8,moderate,night
SMM00894,20230511_002500,0-6,moderate,night
SMM00894,20230511_003000,0-6,moderate,night
SMM00894,20230511_003500,0-4,moderate,night
SMM00894,20230511_004000,0-6,moderate,night
SMM00894,20230511_004500,0-6,moderate,night
SMM00894,20230511_005000,0-4,moderate,night
SMM00894,20230511_005500,0-2,light,night
SMM00894,20230511_010000,0-4,moderate,night
SMM00894,20230511_010500,0-2,light,night
SMM00894,20230511_011000,0-4,moderate,night
SMM00894,20230511_011500,0-2,light,night
SMM00894,20230511_012000,0-4,moderate,night
SMM00894,20230511_012500,0-6,moderate,night
SMM00894,20230511_013000,0-6,moderate,night
SMM00894,20230511_013500,0-6,moderate,night
SMM00894,20230511_014000,0-4,moderate,night
SMM00894,20230511_014500,0-2,light,night
SMM00894,20230511_015000,0-2,light,night
SMM00894,20230512_134500,1-0,heavy,afternoon
SMM00894,20230512_135000,0-6,moderate,afternoon
SMM00894,20230512_135500,0-2,light,afternoon
SMM00894,20230512_140000,0-2,light,afternoon
SMM00894,20230512_140500,2-4,heavy,afternoon
SMM00894,20230512_141000,2-4,heavy,afternoon
SMM00894,20230512_141500,3-4,heavy,afternoon
SMM00894,20230512_142000,0-8,moderate,afternoon
SMM00894,20230515_005000,4-2,violent,night
SMM00894,20230515_005500,5-8,violent,night
SMM00894,20230515_010500,0-4,moderate,night
SMM00894,20230515_224500,0-2,light,night
SMM00894,20230515_225000,0-4,moderate,night
SMM00894,20230515_225500,0-6,moderate,night
SMM00894,20230515_230000,1-0,heavy,night
SMM00894,20230515_230500,0-6,moderate,night
SMM00894,20230515_231000,0-2,light,night
SMM00894,20230515_231500,0-2,light,night
SMM00894,20230515_232500,0-2,light,night
SMM00894,20230515_233000,0-8,moderate,night
SMM00894,20230515_234000,0-2,light,night
SMM00894,20230515_234500,0-2,light,night
SMM00894,20230515_235000,2-2,heavy,night
SMM00894,20230515_235500,1-6,heavy,night
SMM00894,20230516_000000,0-6,moderate,night
SMM00894,20230516_000500,0-4,moderate,night
SMM00894,20230516_001000,0-4,moderate,night
SMM00894,20230516_051500,0-4,moderate,night
SMM00894,20230516_052000,0-2,light,night
SMM00894,20230516_053000,0-6,moderate,night
SMM00894,20230516_053500,0-2,light,night
SMM00894,20230516_054000,0-2,light,night
SMM00894,20230516_055500,0-8,moderate,night
SMM00894,20230516_061500,1-2,heavy,morning
SMM00894,20230516_062000,0-8,moderate,morning
SMM00894,20230516_062500,0-6,moderate,morning
SMM00894,20230516_063000,0-2,light,morning
SMM00894,20230516_080500,0-2,light,morning
SMM00894,20230516_081000,0-6,moderate,morning
SMM00894,20230516_081500,0-8,moderate,morning
SMM00894,20230516_082000,0-2,light,morning
SMM00894,20230516_082500,0-2,light,morning
SMM00894,20230516_083000,0-2,light,morning
SMM00894,20230516_083500,0-2,light,morning
SMM00894,20230516_084500,0-4,moderate,morning
SMM00894,20230516_085000,1-8,heavy,morning
SMM00894,20230516_085500,4-2,violent,morning
SMM00894,20230516_090000,6-4,violent,morning
SMM00894,20230516_090500,2-6,heavy,morning
SMM00894,20230516_091000,2-4,heavy,morning
SMM00894,20230516_091500,1-4,heavy,morning
SMM00894,20230516_092000,0-8,moderate,morning
SMM00894,20230516_092500,0-6,moderate,morning
SMM00894,20230516_093000,1-2,heavy,morning
SMM00894,20230516_093500,0-8,moderate,morning
SMM00894,20230516_094000,1-0,heavy,morning
SMM00894,20230516_094500,0-6,moderate,morning
SMM00894,20230516_095000,0-8,moderate,morning
SMM00894,20230516_095500,1-4,heavy,morning
SMM00894,20230516_100000,1-8,heavy,morning
SMM00894,20230516_100500,1-2,heavy,morning
SMM00894,20230516_101000,1-2,heavy,morning
SMM00894,20230516_101500,1-2,heavy,morning
SMM00894,20230516_102000,0-8,moderate,morning
SMM00894,20230516_102500,0-8,moderate,morning
SMM00894,20230516_103000,0-6,moderate,morning
SMM00894,20230516_103500,0-4,moderate,morning
SMM00894,20230516_104000,0-4,moderate,morning
SMM00894,20230516_104500,0-4,moderate,morning
SMM00894,20230516_105000,0-6,moderate,morning
SMM00894,20230516_105500,0-6,moderate,morning
SMM00894,20230516_110000,0-4,moderate,morning
SMM00894,20230516_110500,0-2,light,morning
SMM00894,20230516_111000,0-2,light,morning
SMM00894,20230526_093500,1-2,heavy,morning
SMM00894,20230526_094000,1-2,heavy,morning
SMM00894,20230526_094500,0-2,light,morning
SMM00894,20230529_074000,1-2,heavy,morning
SMM00894,20230529_074500,0-8,moderate,morning
SMM00894,20230601_061500,1-4,heavy,morning
SMM00894,20230601_062000,0-8,moderate,morning
SMM00894,20230601_062500,0-6,moderate,morning
SMM00894,20230602_133500,0-2,light,afternoon
SMM00894,20230602_134000,2-6,heavy,afternoon
SMM00894,20230602_134500,3-4,heavy,afternoon
SMM00894,20230604_160000,0-2,light,afternoon
SMM00894,20230604_160500,2-4,heavy,afternoon
SMM00894,20230607_123000,0-4,moderate,afternoon
SMM00894,20230607_123500,0-6,moderate,afternoon
SMM00894,20230607_124000,1-2,heavy,afternoon
